Unique identification number of the institution,Level of student,Grand total,Grand total men,Grand total women,American Indian or Alaska Native total,American Indian or Alaska Native men,American Indian or Alaska Native women,Asian total,Asian men,Asian women,Black or African American total,Black or African American men,Black or African American women,Hispanic or Latino total,Hispanic or Latino men,Hispanic or Latino women,Native Hawaiian or Other Pacific Islander total,Native Hawaiian or Other Pacific Islander men,Native Hawaiian or Other Pacific Islander women,White total,White men,White women,Two or more races total,Two or more races men,Two or more races women,Race/ethnicity unknown total,Race/ethnicity unknown men,Race/ethnicity unknown women,Nonresident alien total,Nonresident alien men,Nonresident alien women
387819,Total students enrolled for credit,72,8,64,0,0,0,22,6,16,16,2,14,11,0,11,0,0,0,23,0,23,0,0,0,0,0,0,0,0,0
387819,Undergraduate students,72,8,64,0,0,0,22,6,16,16,2,14,11,0,11,0,0,0,23,0,23,0,0,0,0,0,0,0,0,0
387925,Total students enrolled for credit,364,63,301,1,0,1,5,1,4,112,19,93,114,24,90,0,0,0,112,16,96,17,2,15,3,1,2,0,0,0
387925,Undergraduate students,364,63,301,1,0,1,5,1,4,112,19,93,114,24,90,0,0,0,112,16,96,17,2,15,3,1,2,0,0,0
388043,Total students enrolled for credit,694,89,605,0,0,0,2,2,0,572,60,512,11,5,6,0,0,0,54,13,41,7,1,6,46,7,39,2,1,1
388043,Undergraduate students,694,89,605,0,0,0,2,2,0,572,60,512,11,5,6,0,0,0,54,13,41,7,1,6,46,7,39,2,1,1
388520,Total students enrolled for credit,621,329,292,0,0,0,12,8,4,306,154,152,198,103,95,0,0,0,79,46,33,20,13,7,6,5,1,0,0,0
388520,Undergraduate students,621,329,292,0,0,0,12,8,4,306,154,152,198,103,95,0,0,0,79,46,33,20,13,7,6,5,1,0,0,0
388663,Total students enrolled for credit,208,4,204,0,0,0,13,0,13,155,0,155,14,1,13,0,0,0,23,3,20,0,0,0,3,0,3,0,0,0
388663,Undergraduate students,208,4,204,0,0,0,13,0,13,155,0,155,14,1,13,0,0,0,23,3,20,0,0,0,3,0,3,0,0,0
389727,Total students enrolled for credit,534,97,437,1,1,0,4,2,2,209,38,171,18,7,11,3,1,2,208,36,172,9,1,8,82,11,71,0,0,0
389727,Undergraduate students,534,97,437,1,1,0,4,2,2,209,38,171,18,7,11,3,1,2,208,36,172,9,1,8,82,11,71,0,0,0
389860,Total students enrolled for credit,255,119,136,0,0,0,0,0,0,22,17,5,0,0,0,0,0,0,217,94,123,16,8,8,0,0,0,0,0,0
389860,Undergraduate students,255,119,136,0,0,0,0,0,0,22,17,5,0,0,0,0,0,0,217,94,123,16,8,8,0,0,0,0,0,0
390701,Total students enrolled for credit,4420,1051,3369,31,3,28,34,18,16,2224,508,1716,251,79,172,17,5,12,1386,317,1069,163,36,127,314,85,229,0,0,0
390701,Undergraduate students,4269,1008,3261,31,3,28,21,6,15,2151,495,1656,238,76,162,17,5,12,1344,305,1039,154,34,120,313,84,229,0,0,0
390701,Graduate student,151,43,108,0,0,0,13,12,1,73,13,60,13,3,10,0,0,0,42,12,30,9,2,7,1,1,0,0,0,0
390905,Total students enrolled for credit,250,126,124,2,1,1,4,2,2,21,13,8,11,5,6,0,0,0,192,100,92,9,4,5,11,1,10,0,0,0
390905,Undergraduate students,250,126,124,2,1,1,4,2,2,21,13,8,11,5,6,0,0,0,192,100,92,9,4,5,11,1,10,0,0,0
391005,Total students enrolled for credit,453,18,435,1,0,1,0,0,0,450,17,433,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
391005,Undergraduate students,453,18,435,1,0,1,0,0,0,450,17,433,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
391546,Total students enrolled for credit,213,13,200,6,1,5,9,3,6,8,1,7,178,8,170,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0
391546,Undergraduate students,213,13,200,6,1,5,9,3,6,8,1,7,178,8,170,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0
391759,Total students enrolled for credit,52,3,49,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,50,2,48,0,0,0,0,0,0,0,0,0
391759,Undergraduate students,52,3,49,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,50,2,48,0,0,0,0,0,0,0,0,0
392257,Total students enrolled for credit,2097,204,1893,9,1,8,35,9,26,726,57,669,842,93,749,3,0,3,357,32,325,44,5,39,81,7,74,0,0,0
392257,Undergraduate students,2097,204,1893,9,1,8,35,9,26,726,57,669,842,93,749,3,0,3,357,32,325,44,5,39,81,7,74,0,0,0
392354,Total students enrolled for credit,32,14,18,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,25,12,13,0,0,0,0,0,0,3,1,2
392354,Undergraduate students,32,14,18,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,25,12,13,0,0,0,0,0,0,3,1,2
392415,Total students enrolled for credit,473,152,321,4,3,1,16,8,8,128,41,87,89,28,61,0,0,0,15,6,9,0,0,0,220,65,155,1,1,0
392415,Undergraduate students,473,152,321,4,3,1,16,8,8,128,41,87,89,28,61,0,0,0,15,6,9,0,0,0,220,65,155,1,1,0
392840,Total students enrolled for credit,268,109,159,1,0,1,4,3,1,38,23,15,17,6,11,1,1,0,190,72,118,16,4,12,1,0,1,0,0,0
392840,Undergraduate students,268,109,159,1,0,1,4,3,1,38,23,15,17,6,11,1,1,0,190,72,118,16,4,12,1,0,1,0,0,0
393524,Total students enrolled for credit,198,22,176,0,0,0,109,8,101,6,3,3,76,11,65,0,0,0,4,0,4,0,0,0,2,0,2,1,0,1
393524,Undergraduate students,198,22,176,0,0,0,109,8,101,6,3,3,76,11,65,0,0,0,4,0,4,0,0,0,2,0,2,1,0,1
393649,Total students enrolled for credit,1145,389,756,3,0,3,24,12,12,309,98,211,697,233,464,22,9,13,51,20,31,35,17,18,4,0,4,0,0,0
393649,Undergraduate students,1145,389,756,3,0,3,24,12,12,309,98,211,697,233,464,22,9,13,51,20,31,35,17,18,4,0,4,0,0,0
393861,Total students enrolled for credit,1072,238,834,0,0,0,1060,238,822,1,0,1,10,0,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
393861,Undergraduate students,1072,238,834,0,0,0,1060,238,822,1,0,1,10,0,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
395195,Total students enrolled for credit,23,4,19,1,0,1,0,0,0,7,1,6,9,3,6,0,0,0,3,0,3,2,0,2,1,0,1,0,0,0
395195,Undergraduate students,23,4,19,1,0,1,0,0,0,7,1,6,9,3,6,0,0,0,3,0,3,2,0,2,1,0,1,0,0,0
395362,Total students enrolled for credit,2234,827,1407,23,9,14,71,30,41,122,51,71,686,260,426,15,8,7,1117,401,716,145,48,97,53,20,33,2,0,2
395362,Undergraduate students,2234,827,1407,23,9,14,71,30,41,122,51,71,686,260,426,15,8,7,1117,401,716,145,48,97,53,20,33,2,0,2
395690,Total students enrolled for credit,909,468,441,2,1,1,13,4,9,371,243,128,430,178,252,1,1,0,70,31,39,21,9,12,1,1,0,0,0,0
395690,Undergraduate students,909,468,441,2,1,1,13,4,9,371,243,128,430,178,252,1,1,0,70,31,39,21,9,12,1,1,0,0,0,0
397942,Total students enrolled for credit,1504,442,1062,17,6,11,82,27,55,193,56,137,1012,280,732,8,2,6,162,64,98,30,7,23,0,0,0,0,0,0
397942,Undergraduate students,1504,442,1062,17,6,11,82,27,55,193,56,137,1012,280,732,8,2,6,162,64,98,30,7,23,0,0,0,0,0,0
398130,Total students enrolled for credit,361,267,94,0,0,0,37,27,10,19,17,2,151,106,45,4,4,0,51,43,8,31,21,10,40,28,12,28,21,7
398130,Undergraduate students,361,267,94,0,0,0,37,27,10,19,17,2,151,106,45,4,4,0,51,43,8,31,21,10,40,28,12,28,21,7
399212,Total students enrolled for credit,17097,10202,6895,33,21,12,1326,677,649,387,267,120,8499,5059,3440,45,38,7,5573,3442,2131,650,361,289,419,244,175,165,93,72
399212,Undergraduate students,17097,10202,6895,33,21,12,1326,677,649,387,267,120,8499,5059,3440,45,38,7,5573,3442,2131,650,361,289,419,244,175,165,93,72
399869,Total students enrolled for credit,907,864,43,3,3,0,124,115,9,56,49,7,442,426,16,20,20,0,214,203,11,24,24,0,24,24,0,0,0,0
399869,Undergraduate students,907,864,43,3,3,0,124,115,9,56,49,7,442,426,16,20,20,0,214,203,11,24,24,0,24,24,0,0,0,0
399911,Total students enrolled for credit,434,166,268,2,0,2,63,17,46,17,8,9,41,11,30,2,1,1,84,31,53,22,5,17,15,4,11,188,89,99
399911,Undergraduate students,421,161,260,2,0,2,61,16,45,16,8,8,40,11,29,2,1,1,84,31,53,22,5,17,15,4,11,179,85,94
399911,Graduate student,13,5,8,0,0,0,2,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,4,5
400080,Total students enrolled for credit,1743,984,759,6,5,1,85,37,48,187,68,119,738,345,393,4,1,3,225,144,81,67,30,37,431,354,77,0,0,0
400080,Undergraduate students,1743,984,759,6,5,1,85,37,48,187,68,119,738,345,393,4,1,3,225,144,81,67,30,37,431,354,77,0,0,0
400187,Total students enrolled for credit,744,90,654,2,0,2,669,90,579,10,0,10,22,0,22,1,0,1,24,0,24,0,0,0,4,0,4,12,0,12
400187,Undergraduate students,744,90,654,2,0,2,669,90,579,10,0,10,22,0,22,1,0,1,24,0,24,0,0,0,4,0,4,12,0,12
401223,Total students enrolled for credit,389,151,238,0,0,0,207,55,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,96,86
401223,Undergraduate students,135,45,90,0,0,0,90,17,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,28,17
401223,Graduate student,254,106,148,0,0,0,117,38,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,68,69
401250,Total students enrolled for credit,197,55,142,3,2,1,44,12,32,11,2,9,19,4,15,0,0,0,105,30,75,9,4,5,0,0,0,6,1,5
401250,Graduate student,197,55,142,3,2,1,44,12,32,11,2,9,19,4,15,0,0,0,105,30,75,9,4,5,0,0,0,6,1,5
401481,Total students enrolled for credit,61,2,59,0,0,0,0,0,0,34,1,33,23,1,22,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0
401481,Undergraduate students,61,2,59,0,0,0,0,0,0,34,1,33,23,1,22,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0
401764,Total students enrolled for credit,337,18,319,2,0,2,0,0,0,263,11,252,24,4,20,0,0,0,37,2,35,5,1,4,1,0,1,5,0,5
401764,Undergraduate students,337,18,319,2,0,2,0,0,0,263,11,252,24,4,20,0,0,0,37,2,35,5,1,4,1,0,1,5,0,5
402563,Total students enrolled for credit,314,20,294,2,1,1,3,1,2,74,3,71,15,1,14,0,0,0,213,13,200,7,1,6,0,0,0,0,0,0
402563,Undergraduate students,314,20,294,2,1,1,3,1,2,74,3,71,15,1,14,0,0,0,213,13,200,7,1,6,0,0,0,0,0,0
402776,Total students enrolled for credit,97,53,44,9,6,3,1,0,1,5,4,1,44,25,19,0,0,0,36,17,19,0,0,0,2,1,1,0,0,0
402776,Undergraduate students,94,51,43,9,6,3,1,0,1,4,3,1,43,24,19,0,0,0,35,17,18,0,0,0,2,1,1,0,0,0
402776,Graduate student,3,2,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
402800,Total students enrolled for credit,249,21,228,0,0,0,0,0,0,20,1,19,192,17,175,0,0,0,25,3,22,3,0,3,9,0,9,0,0,0
402800,Undergraduate students,249,21,228,0,0,0,0,0,0,20,1,19,192,17,175,0,0,0,25,3,22,3,0,3,9,0,9,0,0,0
403469,Total students enrolled for credit,8210,3542,4668,30,15,15,26,7,19,45,26,19,69,31,38,6,5,1,7947,3417,4530,86,40,46,1,1,0,0,0,0
403469,Undergraduate students,8210,3542,4668,30,15,15,26,7,19,45,26,19,69,31,38,6,5,1,7947,3417,4530,86,40,46,1,1,0,0,0,0
403478,Total students enrolled for credit,1513,697,816,5,5,0,13,6,7,45,24,21,20,10,10,1,1,0,1395,639,756,34,12,22,0,0,0,0,0,0
403478,Undergraduate students,1513,697,816,5,5,0,13,6,7,45,24,21,20,10,10,1,1,0,1395,639,756,34,12,22,0,0,0,0,0,0
403487,Total students enrolled for credit,16515,12586,3929,42,34,8,180,141,39,399,161,238,222,196,26,13,11,2,15594,11996,3598,58,43,15,7,4,3,0,0,0
403487,Undergraduate students,16515,12586,3929,42,34,8,180,141,39,399,161,238,222,196,26,13,11,2,15594,11996,3598,58,43,15,7,4,3,0,0,0
404037,Total students enrolled for credit,27,1,26,0,0,0,0,0,0,2,0,2,4,0,4,0,0,0,21,1,20,0,0,0,0,0,0,0,0,0
404037,Undergraduate students,27,1,26,0,0,0,0,0,0,2,0,2,4,0,4,0,0,0,21,1,20,0,0,0,0,0,0,0,0,0
404055,Total students enrolled for credit,634,124,510,74,11,63,8,2,6,88,21,67,251,51,200,5,2,3,179,30,149,27,7,20,2,0,2,0,0,0
404055,Undergraduate students,634,124,510,74,11,63,8,2,6,88,21,67,251,51,200,5,2,3,179,30,149,27,7,20,2,0,2,0,0,0
404222,Total students enrolled for credit,231,75,156,0,0,0,51,12,39,8,0,8,129,41,88,1,1,0,42,21,21,0,0,0,0,0,0,0,0,0
404222,Graduate student,231,75,156,0,0,0,51,12,39,8,0,8,129,41,88,1,1,0,42,21,21,0,0,0,0,0,0,0,0,0
404338,Total students enrolled for credit,780,457,323,1,1,0,16,6,10,77,32,45,31,13,18,1,1,0,93,35,58,10,7,3,81,54,27,470,308,162
404338,Undergraduate students,489,265,224,1,1,0,7,1,6,58,25,33,24,10,14,1,1,0,67,27,40,8,6,2,58,42,16,265,152,113
404338,Graduate student,291,192,99,0,0,0,9,5,4,19,7,12,7,3,4,0,0,0,26,8,18,2,1,1,23,12,11,205,156,49
404365,Total students enrolled for credit,398,196,202,9,5,4,1,0,1,22,11,11,10,5,5,0,0,0,338,166,172,7,2,5,11,7,4,0,0,0
404365,Undergraduate students,398,196,202,9,5,4,1,0,1,22,11,11,10,5,5,0,0,0,338,166,172,7,2,5,11,7,4,0,0,0
404374,Total students enrolled for credit,290,169,121,13,8,5,0,0,0,20,13,7,6,4,2,1,0,1,235,134,101,8,5,3,7,5,2,0,0,0
404374,Undergraduate students,290,169,121,13,8,5,0,0,0,20,13,7,6,4,2,1,0,1,235,134,101,8,5,3,7,5,2,0,0,0
404383,Total students enrolled for credit,528,401,127,5,2,3,1,1,0,120,85,35,23,19,4,3,3,0,347,267,80,12,9,3,17,15,2,0,0,0
404383,Undergraduate students,528,401,127,5,2,3,1,1,0,120,85,35,23,19,4,3,3,0,347,267,80,12,9,3,17,15,2,0,0,0
404426,Total students enrolled for credit,5461,2573,2888,1021,345,676,74,35,39,127,78,49,954,466,488,13,6,7,2772,1392,1380,184,89,95,316,162,154,0,0,0
404426,Undergraduate students,5461,2573,2888,1021,345,676,74,35,39,127,78,49,954,466,488,13,6,7,2772,1392,1380,184,89,95,316,162,154,0,0,0
404684,Total students enrolled for credit,563,337,226,0,0,0,0,0,0,0,0,0,563,337,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404684,Undergraduate students,563,337,226,0,0,0,0,0,0,0,0,0,563,337,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404718,Total students enrolled for credit,55,2,53,0,0,0,1,0,1,4,0,4,6,1,5,0,0,0,44,1,43,0,0,0,0,0,0,0,0,0
404718,Undergraduate students,55,2,53,0,0,0,1,0,1,4,0,4,6,1,5,0,0,0,44,1,43,0,0,0,0,0,0,0,0,0
404806,Total students enrolled for credit,471,131,340,0,0,0,0,0,0,0,0,0,471,131,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404806,Undergraduate students,471,131,340,0,0,0,0,0,0,0,0,0,471,131,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404912,Total students enrolled for credit,1224,221,1003,9,1,8,39,9,30,42,18,24,452,54,398,1,1,0,626,125,501,35,8,27,20,5,15,0,0,0
404912,Undergraduate students,1224,221,1003,9,1,8,39,9,30,42,18,24,452,54,398,1,1,0,626,125,501,35,8,27,20,5,15,0,0,0
404994,Total students enrolled for credit,7387,2888,4499,10,3,7,464,171,293,2058,944,1114,2573,628,1945,8,3,5,323,114,209,122,69,53,12,7,5,1817,949,868
404994,Undergraduate students,7387,2888,4499,10,3,7,464,171,293,2058,944,1114,2573,628,1945,8,3,5,323,114,209,122,69,53,12,7,5,1817,949,868
405012,Total students enrolled for credit,124,3,121,1,0,1,0,0,0,9,0,9,2,1,1,0,0,0,111,2,109,0,0,0,1,0,1,0,0,0
405012,Undergraduate students,124,3,121,1,0,1,0,0,0,9,0,9,2,1,1,0,0,0,111,2,109,0,0,0,1,0,1,0,0,0
405021,Total students enrolled for credit,92,2,90,1,0,1,2,0,2,10,1,9,5,0,5,1,1,0,71,0,71,0,0,0,2,0,2,0,0,0
405021,Undergraduate students,92,2,90,1,0,1,2,0,2,10,1,9,5,0,5,1,1,0,71,0,71,0,0,0,2,0,2,0,0,0
405058,Total students enrolled for credit,165,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,164,0,0,0,0,0,0,0,1,1,0
405058,Undergraduate students,165,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,164,0,0,0,0,0,0,0,1,1,0
405076,Total students enrolled for credit,866,260,606,1,0,1,2,1,1,43,17,26,617,187,430,5,2,3,167,39,128,3,2,1,28,12,16,0,0,0
405076,Undergraduate students,866,260,606,1,0,1,2,1,1,43,17,26,617,187,430,5,2,3,167,39,128,3,2,1,28,12,16,0,0,0
405748,Total students enrolled for credit,127,68,59,38,23,15,0,0,0,0,0,0,4,2,2,0,0,0,75,36,39,10,7,3,0,0,0,0,0,0
405748,Undergraduate students,127,68,59,38,23,15,0,0,0,0,0,0,4,2,2,0,0,0,75,36,39,10,7,3,0,0,0,0,0,0
405854,Total students enrolled for credit,197,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,197,0,0,0,0,0,0,0,0,0,0
405854,Undergraduate students,197,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,197,0,0,0,0,0,0,0,0,0,0
405872,Total students enrolled for credit,4659,1886,2773,9,3,6,100,43,57,181,72,109,197,84,113,3,2,1,3933,1590,2343,115,41,74,114,47,67,7,4,3
405872,Undergraduate students,4659,1886,2773,9,3,6,100,43,57,181,72,109,197,84,113,3,2,1,3933,1590,2343,115,41,74,114,47,67,7,4,3
405997,Total students enrolled for credit,610,248,362,11,6,5,2,1,1,30,17,13,324,117,207,1,1,0,48,26,22,3,1,2,171,74,97,20,5,15
405997,Undergraduate students,487,208,279,9,4,5,2,1,1,25,16,9,280,103,177,1,1,0,36,20,16,2,1,1,116,57,59,16,5,11
405997,Graduate student,123,40,83,2,2,0,0,0,0,5,1,4,44,14,30,0,0,0,12,6,6,1,0,1,55,17,38,4,0,4
406024,Total students enrolled for credit,1673,232,1441,3,1,2,56,6,50,292,25,267,193,28,165,8,3,5,987,152,835,80,9,71,54,8,46,0,0,0
406024,Undergraduate students,1673,232,1441,3,1,2,56,6,50,292,25,267,193,28,165,8,3,5,987,152,835,80,9,71,54,8,46,0,0,0
406033,Total students enrolled for credit,2097,351,1746,3,1,2,75,16,59,257,55,202,809,133,676,11,1,10,689,98,591,147,23,124,106,24,82,0,0,0
406033,Undergraduate students,2097,351,1746,3,1,2,75,16,59,257,55,202,809,133,676,11,1,10,689,98,591,147,23,124,106,24,82,0,0,0
406149,Total students enrolled for credit,146,48,98,2,1,1,2,0,2,12,5,7,13,5,8,3,2,1,102,33,69,9,2,7,3,0,3,0,0,0
406149,Undergraduate students,146,48,98,2,1,1,2,0,2,12,5,7,13,5,8,3,2,1,102,33,69,9,2,7,3,0,3,0,0,0
406325,Total students enrolled for credit,171,6,165,0,0,0,2,1,1,6,0,6,1,1,0,2,0,2,158,4,154,2,0,2,0,0,0,0,0,0
406325,Undergraduate students,171,6,165,0,0,0,2,1,1,6,0,6,1,1,0,2,0,2,158,4,154,2,0,2,0,0,0,0,0,0
406413,Total students enrolled for credit,111,11,100,0,0,0,0,0,0,14,1,13,0,0,0,0,0,0,91,10,81,6,0,6,0,0,0,0,0,0
406413,Undergraduate students,111,11,100,0,0,0,0,0,0,14,1,13,0,0,0,0,0,0,91,10,81,6,0,6,0,0,0,0,0,0
406422,Total students enrolled for credit,140,10,130,0,0,0,0,0,0,3,0,3,2,1,1,1,0,1,134,9,125,0,0,0,0,0,0,0,0,0
406422,Undergraduate students,140,10,130,0,0,0,0,0,0,3,0,3,2,1,1,1,0,1,134,9,125,0,0,0,0,0,0,0,0,0
406486,Total students enrolled for credit,117,20,97,3,1,2,5,2,3,1,0,1,12,3,9,0,0,0,94,14,80,0,0,0,2,0,2,0,0,0
406486,Undergraduate students,117,20,97,3,1,2,5,2,3,1,0,1,12,3,9,0,0,0,94,14,80,0,0,0,2,0,2,0,0,0
406495,Total students enrolled for credit,146,8,138,0,0,0,6,0,6,64,2,62,10,1,9,0,0,0,52,5,47,0,0,0,14,0,14,0,0,0
406495,Undergraduate students,146,8,138,0,0,0,6,0,6,64,2,62,10,1,9,0,0,0,52,5,47,0,0,0,14,0,14,0,0,0
406547,Total students enrolled for credit,570,118,452,0,0,0,3,3,0,290,59,231,37,12,25,0,0,0,217,38,179,23,6,17,0,0,0,0,0,0
406547,Undergraduate students,570,118,452,0,0,0,3,3,0,290,59,231,37,12,25,0,0,0,217,38,179,23,6,17,0,0,0,0,0,0
407009,Total students enrolled for credit,4358,1726,2632,78,19,59,237,102,135,257,100,157,1257,412,845,13,8,5,2067,858,1209,165,64,101,35,8,27,249,155,94
407009,Undergraduate students,3743,1560,2183,71,16,55,197,95,102,213,82,131,1153,388,765,10,7,3,1726,764,962,139,58,81,28,7,21,206,143,63
407009,Graduate student,615,166,449,7,3,4,40,7,33,44,18,26,104,24,80,3,1,2,341,94,247,26,6,20,7,1,6,43,12,31
407054,Total students enrolled for credit,272,84,188,2,1,1,4,1,3,51,19,32,47,15,32,0,0,0,73,18,55,9,2,7,86,28,58,0,0,0
407054,Undergraduate students,272,84,188,2,1,1,4,1,3,51,19,32,47,15,32,0,0,0,73,18,55,9,2,7,86,28,58,0,0,0
407090,Total students enrolled for credit,542,10,532,1,0,1,15,2,13,186,3,183,125,1,124,7,0,7,199,4,195,7,0,7,0,0,0,2,0,2
407090,Undergraduate students,542,10,532,1,0,1,15,2,13,186,3,183,125,1,124,7,0,7,199,4,195,7,0,7,0,0,0,2,0,2
407142,Total students enrolled for credit,151,5,146,1,0,1,1,0,1,3,0,3,1,0,1,0,0,0,143,4,139,0,0,0,1,1,0,1,0,1
407142,Undergraduate students,151,5,146,1,0,1,1,0,1,3,0,3,1,0,1,0,0,0,143,4,139,0,0,0,1,1,0,1,0,1
407151,Total students enrolled for credit,124,1,123,0,0,0,1,0,1,19,0,19,1,0,1,0,0,0,103,1,102,0,0,0,0,0,0,0,0,0
407151,Undergraduate students,124,1,123,0,0,0,1,0,1,19,0,19,1,0,1,0,0,0,103,1,102,0,0,0,0,0,0,0,0,0
407179,Total students enrolled for credit,167,9,158,0,0,0,4,0,4,33,0,33,31,0,31,0,0,0,73,3,70,11,4,7,15,2,13,0,0,0
407179,Undergraduate students,167,9,158,0,0,0,4,0,4,33,0,33,31,0,31,0,0,0,73,3,70,11,4,7,15,2,13,0,0,0
407328,Total students enrolled for credit,148,27,121,2,1,1,1,0,1,16,5,11,7,0,7,0,0,0,111,20,91,2,0,2,9,1,8,0,0,0
407328,Undergraduate students,148,27,121,2,1,1,1,0,1,16,5,11,7,0,7,0,0,0,111,20,91,2,0,2,9,1,8,0,0,0
407355,Total students enrolled for credit,307,9,298,3,0,3,0,0,0,25,0,25,35,3,32,4,0,4,219,6,213,14,0,14,7,0,7,0,0,0
407355,Undergraduate students,307,9,298,3,0,3,0,0,0,25,0,25,35,3,32,4,0,4,219,6,213,14,0,14,7,0,7,0,0,0
407391,Total students enrolled for credit,191,37,154,0,0,0,0,0,0,11,3,8,23,8,15,0,0,0,143,23,120,4,2,2,10,1,9,0,0,0
407391,Undergraduate students,191,37,154,0,0,0,0,0,0,11,3,8,23,8,15,0,0,0,143,23,120,4,2,2,10,1,9,0,0,0
407407,Total students enrolled for credit,202,40,162,0,0,0,9,1,8,68,15,53,67,19,48,1,0,1,53,5,48,2,0,2,0,0,0,2,0,2
407407,Undergraduate students,202,40,162,0,0,0,9,1,8,68,15,53,67,19,48,1,0,1,53,5,48,2,0,2,0,0,0,2,0,2
407425,Total students enrolled for credit,191,37,154,0,0,0,4,1,3,20,8,12,36,6,30,0,0,0,131,22,109,0,0,0,0,0,0,0,0,0
407425,Undergraduate students,191,37,154,0,0,0,4,1,3,20,8,12,36,6,30,0,0,0,131,22,109,0,0,0,0,0,0,0,0,0
407434,Total students enrolled for credit,83,5,78,0,0,0,2,0,2,19,3,16,1,0,1,0,0,0,60,2,58,1,0,1,0,0,0,0,0,0
407434,Undergraduate students,83,5,78,0,0,0,2,0,2,19,3,16,1,0,1,0,0,0,60,2,58,1,0,1,0,0,0,0,0,0
407461,Total students enrolled for credit,183,143,40,1,0,1,1,1,0,15,12,3,4,3,1,0,0,0,161,126,35,0,0,0,1,1,0,0,0,0
407461,Undergraduate students,183,143,40,1,0,1,1,1,0,15,12,3,4,3,1,0,0,0,161,126,35,0,0,0,1,1,0,0,0,0
407470,Total students enrolled for credit,299,16,283,0,0,0,3,0,3,218,12,206,2,0,2,0,0,0,44,0,44,6,2,4,26,2,24,0,0,0
407470,Undergraduate students,299,16,283,0,0,0,3,0,3,218,12,206,2,0,2,0,0,0,44,0,44,6,2,4,26,2,24,0,0,0
407489,Total students enrolled for credit,149,96,53,0,0,0,0,0,0,13,6,7,2,0,2,0,0,0,132,90,42,2,0,2,0,0,0,0,0,0
407489,Undergraduate students,149,96,53,0,0,0,0,0,0,13,6,7,2,0,2,0,0,0,132,90,42,2,0,2,0,0,0,0,0,0
407513,Total students enrolled for credit,466,124,342,5,0,5,1,0,1,10,1,9,1,0,1,1,1,0,406,112,294,13,5,8,29,5,24,0,0,0
407513,Undergraduate students,466,124,342,5,0,5,1,0,1,10,1,9,1,0,1,1,1,0,406,112,294,13,5,8,29,5,24,0,0,0
407522,Total students enrolled for credit,27,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,7,20,0,0,0,0,0,0,0,0,0
407522,Undergraduate students,27,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,7,20,0,0,0,0,0,0,0,0,0
407568,Total students enrolled for credit,170,16,154,0,0,0,2,1,1,49,4,45,10,2,8,0,0,0,103,9,94,6,0,6,0,0,0,0,0,0
407568,Undergraduate students,170,16,154,0,0,0,2,1,1,49,4,45,10,2,8,0,0,0,103,9,94,6,0,6,0,0,0,0,0,0
407577,Total students enrolled for credit,305,132,173,1,1,0,0,0,0,6,2,4,2,2,0,0,0,0,292,125,167,1,0,1,3,2,1,0,0,0
407577,Undergraduate students,305,132,173,1,1,0,0,0,0,6,2,4,2,2,0,0,0,0,292,125,167,1,0,1,3,2,1,0,0,0
407595,Total students enrolled for credit,140,63,77,0,0,0,3,2,1,17,5,12,2,2,0,0,0,0,116,54,62,0,0,0,2,0,2,0,0,0
407595,Undergraduate students,140,63,77,0,0,0,3,2,1,17,5,12,2,2,0,0,0,0,116,54,62,0,0,0,2,0,2,0,0,0
407601,Total students enrolled for credit,91,49,42,4,2,2,0,0,0,1,0,1,5,0,5,0,0,0,75,43,32,6,4,2,0,0,0,0,0,0
407601,Undergraduate students,91,49,42,4,2,2,0,0,0,1,0,1,5,0,5,0,0,0,75,43,32,6,4,2,0,0,0,0,0,0
